price,pyung,firm,age,educ,subway,hhs,recon
4.2,14,0.7,2,8,15,267,0
9.8,25,0.6,26,13,16,541,7
1.3,15,1.1,19,12,13,233,0
8.6,10,0.6,30,16,19,417,0
12.7,58,0.5,37,11,12,238,0
9.2,34,0.3,34,6,11,406,0
3.9,17,1.9,31,13,7,282,5
10.4,34,0.7,9,8,15,214,0
2.5,19,0.3,23,6,13,131,0
2.4,14,1.9,11,7,16,482,0
8.6,10,1.8,35,9,12,268,5
10.2,37,1.9,27,13,13,209,0
7.5,33,0.6,35,8,12,350,0
5.2,19,2,21,8,12,189,0
8,29,2.4,27,9,17,460,0
8.3,22,0.4,23,15,11,490,0
2.7,22,1.7,12,9,14,120,0
8.8,39,3.2,36,7,11,759,0
3.8,19,0.7,20,10,16,285,0
6.5,20,0.5,36,8,18,643,0
5.2,19,0.5,37,9,18,194,5
6.4,16,0.5,34,8,14,582,0
7.6,25,1,21,13,19,499,0
4.6,25,0.4,5,8,13,269,0
5.3,21,2.1,39,11,11,326,0
6.7,23,0.2,27,12,12,846,0
8.3,29,0.9,29,12,6,175,5
6.5,19,1.6,26,4,11,444,0
8.3,22,1.2,13,6,19,340,0
11.7,27,0.7,21,7,17,525,0
15.5,50,0.7,38,19,11,302,0
4.7,18,1.2,19,7,18,275,0
9.2,25,1,18,18,13,253,0
4.8,12,0.4,39,14,14,140,1
8.6,15,0.7,10,11,14,169,0
8.5,22,2.4,34,7,19,203,0
0.3,17,2.4,38,9,17,326,0
3,25,1.9,35,11,13,196,0
8.7,11,1.2,26,11,14,187,10
4.4,20,1,23,8,14,333,0
5.4,9,2.2,35,12,20,312,0
13,57,1.1,9,9,13,274,0
13.3,44,0.6,8,10,17,193,0
9,13,0.7,29,7,14,572,8
3.8,11,1.5,18,6,18,175,0
4.8,19,0.6,12,11,19,288,0
15.2,32,1.1,13,15,17,1060,0
6.2,22,1.2,26,15,16,241,0
10.2,29,2.7,35,8,16,945,9
5.4,11,0.5,17,15,16,338,0
8.3,36,0.4,26,7,11,190,0
13.8,32,0.9,35,18,10,826,0
6.8,11,2.7,5,13,13,175,0
6.7,11,0.9,18,8,12,287,0
13,23,1.1,1,15,19,750,0
5.4,14,1.1,21,5,12,187,0
4.2,12,0.6,35,9,12,453,0
3.4,17,1.9,8,10,16,417,0
8.2,18,2.6,25,10,17,180,0
5.7,16,1.6,37,14,12,834,7
4.1,29,1,3,8,13,714,0
5.3,31,4.4,22,6,17,128,0
7.1,17,0.8,1,11,13,244,0
10.1,30,1.4,13,8,15,157,0
8,23,0.8,34,10,18,185,0
9,18,0.5,21,5,14,184,0
2.6,14,2.1,20,8,16,474,0
4.9,34,0.3,26,11,8,274,0
3.4,16,0.6,22,9,18,200,0
13.6,43,2.8,18,13,15,1170,0
14.3,41,0.5,19,10,12,1274,0
4,17,0.6,26,9,11,170,0
5.2,12,1.8,5,9,16,314,0
3.7,35,2.4,10,4,7,146,0
6,20,1.4,29,9,10,206,0
14.5,20,0.8,15,8,13,984,0
15.9,24,2.1,11,14,19,167,0
15.3,49,0.7,25,9,19,369,0
8.7,16,0.4,39,16,16,587,7
9.8,15,0.6,37,17,16,326,0
5.9,30,1.3,2,11,13,244,0
4.9,15,2.6,19,6,13,474,0
10.6,24,2.8,28,9,23,413,0
6.6,33,1.1,2,11,14,323,0
2.3,8,0.7,12,8,10,158,0
10.3,43,0.9,31,8,13,1063,0
4.8,12,0.7,21,14,23,1029,0
1.9,18,2.1,28,9,16,507,0
15.8,25,0.8,4,6,19,1296,0
14.6,33,3.5,29,14,19,290,0
7.4,23,0.4,26,15,18,522,0
6.7,22,0.2,22,8,17,248,0
3.4,16,0.7,26,9,14,338,1
6.5,12,0.8,39,16,14,289,0
5.2,19,1.6,38,10,12,456,4
22.8,57,0.4,30,14,12,678,0
10.4,12,1.9,8,7,18,407,0
5,27,1,2,15,12,239,0
11.7,33,0.8,39,7,14,965,3
8.5,36,1,34,6,12,182,0
1.3,9,2.5,8,11,11,276,0
11.2,33,1.3,5,18,14,115,0
5.6,15,1.1,3,14,12,176,0
6.2,11,0.9,6,9,13,193,0
11.3,22,1.3,16,10,14,602,0
6.4,17,1.3,9,10,14,244,0
14.8,44,0.8,32,14,16,328,8
7.3,32,2,26,5,15,301,0
8.2,14,1.3,27,16,12,470,6
8.9,19,0.5,38,15,17,411,7
12.3,42,2.7,0,14,16,389,0
6,15,2.7,20,13,16,471,0
12.6,12,0.4,30,9,22,175,0
10.8,33,0.3,5,13,13,246,0
3.2,14,1.4,6,2,15,318,0
7.7,17,1.6,27,13,22,192,5
13.1,9,0.3,19,10,14,921,0
11,12,1.1,3,17,18,271,0
1.6,12,1.4,18,5,12,209,0
3.1,14,0.6,6,11,12,254,0
8.5,27,0.5,39,14,19,262,0
1.6,27,1.2,8,10,7,249,0
0.7,7,0.9,15,17,15,437,0
9.6,27,0.3,23,10,17,161,0
8.1,21,1,21,10,14,241,0
10.5,29,0.7,3,5,9,666,0
3.9,17,1.3,33,9,22,516,0
5.4,9,0.7,32,10,11,391,1
8.9,16,1.1,23,8,24,474,0
5.2,20,0.7,8,7,19,422,0
10.3,21,1,24,7,13,376,0
6.1,17,0.3,20,19,14,139,0
11.9,42,1.5,22,15,23,559,0
8.5,29,1.5,38,9,13,529,0
6.2,9,0.3,10,11,6,274,0
15.8,37,0.3,37,13,14,689,0
10.1,19,0.6,38,9,14,415,10
6.4,25,0.4,17,9,22,296,0
13.2,34,2.6,27,13,10,546,0
10.7,15,2.5,3,10,16,422,0
4.7,30,1.2,18,19,18,215,0
11.4,25,2.5,1,13,17,452,0
6,9,0.8,13,16,15,250,0
15,29,0.8,24,18,19,340,0
2.2,15,0.4,1,10,13,158,0
12.6,30,1.4,20,14,15,158,0
8.9,28,0.7,9,16,17,583,0
4.8,30,1.1,17,9,19,377,0
9.7,39,0.5,40,6,9,512,8
10,17,0.6,23,12,15,1100,0
8,25,1.8,2,4,13,253,0
3.1,8,1.3,9,15,14,263,0
8.5,43,0.6,21,5,11,481,0
8.8,34,0.5,36,8,20,196,0
6.1,16,0.7,13,9,12,238,0
14.5,38,1.7,32,8,15,626,10
4.4,17,1.2,39,6,19,176,6
7.2,25,1.8,29,8,19,182,0
12.1,23,2.1,34,19,16,118,6
8.8,13,1.8,2,14,18,221,0
6.2,24,1.6,27,8,16,686,2
10.2,14,0.4,40,15,22,151,0
15.1,16,0.7,27,11,13,1518,0
11.8,19,0.2,5,8,22,192,0
6.2,12,1.2,28,11,22,237,0
14.9,14,1.3,21,16,15,2140,0
10.1,25,0.5,26,15,18,911,9
2,26,1.5,25,10,18,229,0
10.2,9,0.8,32,18,24,451,5
3.7,18,1.1,30,11,16,436,5
8.3,28,1.4,25,5,11,244,4
15.9,19,0.1,28,15,11,555,0
11.8,41,1.6,12,8,19,217,0
8.3,16,2,37,14,1,554,5
3.3,18,0.5,23,7,14,230,0
7.1,18,0.2,26,16,17,354,0
9,15,1,39,10,18,526,0
8.2,14,1,7,18,12,354,0
8.6,11,0.5,18,16,15,280,0
7,19,2.6,11,18,17,219,0
6.4,10,2.6,6,18,15,175,0
3.6,13,2.1,21,14,18,308,0
5.6,13,0.8,38,7,19,551,0
9.2,24,1.5,16,7,16,503,0
5.8,15,0.5,5,18,12,784,0
12.4,28,0.3,16,12,17,114,0
8.8,39,0.9,11,7,17,634,0
11.7,19,1,25,13,18,459,0
13.4,39,1.1,30,8,15,1119,9
15.2,39,0.4,0,5,11,430,0
5.7,22,1.4,8,5,11,296,0
5.1,20,0.7,2,15,17,337,0
14,40,0.7,3,18,19,216,0
12.2,47,0.6,12,15,17,251,0
1.8,13,3.5,23,16,11,181,0
10.3,28,3.9,27,13,15,119,0
0.4,19,0.5,14,12,11,351,0
2.4,17,0.8,28,7,6,145,0
13.3,11,2.5,29,14,14,1421,0
4.3,23,1,7,7,13,276,0
6.5,11,1.7,39,17,16,442,0
3.7,21,2.5,22,10,14,1028,0
5.8,15,0.9,3,14,11,212,0
6.3,19,2.2,19,10,10,309,0
11.8,44,2.1,1,7,6,300,0
4.7,23,0.2,11,8,15,473,0
11,15,0.8,6,19,16,165,0
5.3,19,1.2,17,9,15,265,0
6.6,18,1.8,15,6,22,167,0
10.4,46,1.6,8,7,21,198,0
11,18,0.6,18,6,14,362,0
9.3,17,0.2,11,9,19,336,0
15.4,51,0.7,15,5,8,894,0
7.4,12,5.2,38,10,9,177,9
10.8,19,1.6,9,14,17,220,0
11.1,21,1,22,5,23,251,0
7,26,1.7,19,15,18,362,0
13.1,17,3.7,17,15,19,520,0
7.1,25,1.9,33,11,22,316,2
7.4,27,0.7,16,6,21,262,0
12.1,19,0.8,20,13,16,497,0
13.6,45,1.1,34,5,5,346,0
11.9,70,0.9,19,8,11,369,0
6.7,8,1.1,22,7,18,391,0
6.9,19,1.8,28,4,17,125,0
10.1,30,1.1,29,17,12,650,0
8.7,12,1.2,36,9,6,255,0
3.2,25,0.4,39,18,17,162,0
10.9,53,2.2,3,5,12,306,0
6.5,15,0.7,8,9,13,989,0
5.8,15,0.8,12,8,18,180,0
7.2,18,0.7,6,9,7,192,0
7.4,30,0.6,34,6,12,229,7
14.7,19,3.5,34,4,22,622,2
7.8,11,2.6,13,10,18,306,0
6.5,9,2.5,38,16,13,278,0
14.3,37,4.3,13,5,12,244,0
2.1,9,0.2,20,7,12,307,0
6.6,20,1.7,19,9,11,548,0
10,28,1,33,7,18,755,0
11.3,31,0.3,34,7,18,651,0
9.8,14,1.2,26,9,16,683,0
5.6,14,1.1,13,18,16,180,0
6.5,9,0.6,14,8,18,703,0
7.4,24,1.4,18,9,14,340,0
4.4,18,1.1,32,8,17,455,7
6.8,13,0.8,19,6,16,645,0
6.4,15,0.4,23,16,11,151,0
11.1,17,1.8,9,13,6,185,0
8.5,24,0.7,7,9,19,577,0
4.2,24,0.7,20,8,16,419,0
8.4,18,0.7,36,9,17,127,0
10.1,23,1.3,27,16,15,709,0
6.8,17,1.8,39,17,19,336,0
11.8,25,2,6,7,11,348,0
7.5,17,0.9,36,7,11,152,9
8.9,27,0.4,14,9,18,245,0
13.7,39,1.6,2,7,14,479,0
5.5,7,3.1,32,6,3,427,0
7.5,12,4,13,8,17,538,0
8.9,51,1,2,12,17,267,0
9.5,19,0.3,8,7,11,324,0
3.2,8,2.3,21,18,20,575,0
7.7,27,2.5,16,7,22,188,0
11.8,28,1.6,35,16,16,480,0
14.1,14,0.7,34,10,12,758,0
8.7,15,0.5,18,9,19,818,0
1.1,11,0.6,39,8,19,174,0
5.2,12,0.8,14,6,23,308,0
14.2,21,0.8,19,14,15,1147,0
6.3,30,0.5,39,8,22,433,0
6.7,21,0.5,11,8,18,428,0
8.4,42,1.4,39,8,14,163,0
8.6,11,0.6,6,12,19,273,0
10.4,28,1.8,35,8,16,265,0
1.9,8,0.7,21,10,16,422,0
14.3,21,1.1,36,10,16,870,1
12.4,19,1.4,9,9,16,268,0
6.7,15,1.5,23,16,12,1009,0
4.5,25,1.4,24,6,17,188,0
13.5,30,0.5,0,18,6,260,0
4.7,20,1.4,33,16,18,224,10
1,21,2.1,36,12,17,165,9
10.9,17,0.4,31,15,19,1254,8
8.3,15,4.8,7,15,13,133,0
6.4,8,0.5,38,9,10,125,5
9,22,0.6,30,12,19,1213,0
8.9,27,0.8,20,13,15,585,0
4.5,20,0.5,22,14,19,274,0
8.2,11,5.7,18,7,15,203,0
9.4,25,0.6,21,8,19,655,0
5.3,11,0.8,38,16,17,269,0
1.8,15,2.4,7,9,16,253,0
8.7,8,0.3,6,15,12,262,0
3.6,8,1.2,5,9,13,191,0
4.5,15,0.7,15,8,6,1005,0
4.8,12,3.2,24,8,13,269,0
11.9,31,1,22,9,23,1907,0
5.9,17,0.3,7,7,20,813,0
8.8,30,0.6,10,15,17,354,0
6.9,14,1.6,28,13,12,250,0
9,18,1,20,17,18,827,0
16.5,28,1.7,29,7,15,1084,0
14.5,25,2.6,25,10,17,550,10
9.4,31,1.1,37,7,11,398,0
11.6,20,0.9,31,11,19,583,10
5.8,15,1.5,18,11,16,175,0
12.8,50,0.8,21,3,11,481,0
9.6,35,0.8,2,15,18,352,0
0.2,11,1.1,3,10,18,242,0
11.3,9,0.4,26,12,12,1012,9
7.5,34,0.9,14,16,6,190,0
12.9,15,1.4,19,14,12,2186,0
1.1,19,1.1,22,6,19,398,0
12.5,18,0.4,26,10,17,473,6
6.4,15,0.5,25,9,15,332,0
3.9,16,1.2,31,13,16,242,0
6.8,11,2.7,11,16,13,349,0
6.4,12,2.3,27,16,13,520,0
14.5,41,0.4,1,8,18,814,0
3.3,35,3.1,20,8,16,137,0
11.6,16,1.3,28,12,19,814,0
16.3,40,1.2,39,7,17,403,0
7.2,56,0.7,21,8,14,148,0
3.6,7,1.1,11,13,21,153,0
9.5,18,0.9,37,15,13,228,0
6.4,15,0.3,38,5,16,408,0
2.5,14,1.6,13,9,7,199,0
6.5,21,0.5,38,6,14,161,0
9.8,18,0.3,7,14,18,426,0
3.9,9,0.8,11,11,7,411,0
3.9,22,2.1,22,10,20,188,0
7.3,16,1.5,9,16,14,245,0
6,16,1.6,38,15,13,238,0
8.3,16,0.4,39,11,19,646,3
10.7,32,0.6,29,6,12,260,0
4.1,10,2.2,26,8,18,264,0
6.3,18,0.3,26,3,13,410,1
10.4,22,1.2,23,17,11,208,0
10.4,37,0.9,33,17,13,487,4
15.2,32,0.6,12,10,12,472,0
6.2,8,0.6,19,20,18,199,0
5.4,18,0.2,23,10,17,203,0
0.5,2,0.4,15,13,12,266,0
6.2,26,1.7,29,8,11,207,1
15.2,37,1.1,5,5,12,861,0
8.5,11,1.2,24,15,18,287,0
15.1,41,1.4,21,9,16,381,0
13,29,1.2,9,15,4,310,0
6.8,14,2.9,32,7,13,230,4
8.3,20,0.5,14,5,14,382,0
6.2,11,1.3,34,15,14,222,5
8.6,16,0.8,37,16,22,209,0
8.5,25,1.4,17,8,17,189,0
12.9,34,1.2,21,6,14,299,0
9.3,15,1.2,4,16,17,426,0
4.8,22,5,14,6,22,668,0
5.8,13,2,40,7,16,854,0
8.2,9,1.1,12,18,19,133,0
10.4,14,1,36,6,13,209,0
10.7,22,0.5,27,19,18,299,1
6,14,1.3,40,6,12,615,0
12.6,55,1.2,13,10,19,284,0
7.3,22,0.9,5,15,12,668,0
7.2,40,1,17,8,15,409,0
10.3,22,0.8,19,9,12,285,0
18.4,21,1.7,35,10,13,258,8
11.2,29,0.7,14,6,2,1207,0
5.7,6,2.6,36,12,10,300,0
6.3,20,2.4,34,8,19,338,0
11.8,47,0.3,29,15,11,155,0
2.6,9,7.2,16,9,14,487,0
8.7,38,0.9,24,15,15,298,0
16.4,53,2.1,11,7,7,184,0
4.4,24,1,10,8,6,166,0
13.2,40,0.6,16,14,8,137,0
9.6,19,0.8,25,10,17,210,0
11.7,42,0.8,10,9,19,196,0
9.4,9,1.3,2,15,18,542,0
4.7,37,0.8,22,8,16,310,0
6.1,20,2.7,29,6,17,202,9
8,16,0.6,6,8,14,377,0
0.4,18,0.5,31,9,24,254,8
1.5,13,0.7,21,9,19,430,0
2.2,19,1.5,8,5,13,473,0
5.8,27,1.4,31,16,12,251,3
8.7,38,0.6,15,12,12,362,0
10.4,22,0.9,31,16,23,290,0
10.7,12,0.7,25,12,12,503,8
14.7,51,1.3,19,16,18,1065,0
10.8,45,0.8,33,16,13,153,10
12.6,22,0.4,28,14,18,300,7
1.3,21,0.6,34,10,12,168,0
2.5,12,4.6,10,11,11,843,0
11.5,23,0.2,28,11,11,1425,0
5.4,22,1.5,11,8,11,501,0
7.7,9,1.6,22,12,14,201,0
11,29,1.7,18,17,11,170,0
5.4,32,0.7,16,7,14,163,0
11,25,2.4,34,5,14,753,0
6.1,19,0.3,10,5,16,1088,0
8,29,2.1,3,9,13,235,0
9.2,34,0.5,31,7,12,310,7
11,49,0.5,17,16,18,126,0
7,11,0.8,30,9,13,361,0
6.7,20,1.1,26,17,10,499,5
10.5,14,0.9,29,11,19,425,0
4.8,22,2,35,13,14,183,4
8.8,22,0.4,33,10,17,306,3
8.7,16,2.1,19,15,15,510,0
3.9,19,3.4,4,20,11,567,0
16.7,51,1.4,30,9,12,842,2
1.3,18,0.5,7,5,19,170,0
6.4,19,0.4,11,13,19,453,0
12.7,36,0.8,33,11,14,516,6
10.1,18,0.8,1,16,3,951,0
11.2,28,0.6,12,18,17,230,0
8.2,34,0.9,17,6,20,461,0
16.4,17,0.7,37,5,18,1259,0
7.8,19,1.3,3,9,16,874,0
6.9,27,5,13,9,19,286,0
15.7,54,2.7,24,7,13,642,0
12.9,42,0.4,29,8,19,444,0
12.1,11,0.5,36,12,13,339,9
10,47,2.8,33,14,8,189,0
6.6,18,0.3,34,8,9,547,0
12.3,45,0.5,19,16,14,359,0
6.9,25,1.2,30,6,13,289,0
7.1,20,0.8,19,8,19,471,0
10.5,31,2.2,32,19,11,290,0
4.8,8,0.7,25,7,19,378,0
12.8,15,2.4,17,16,22,508,0
3.7,16,1.5,18,8,15,106,0
6.5,19,0.9,14,17,14,667,0
15.4,36,0.9,14,6,11,331,0
4,10,1.4,36,10,16,210,3
14.8,45,1.8,3,6,18,375,0
9,22,2,6,17,13,189,0
11,20,1.3,15,18,14,959,0
3.1,26,3.9,37,17,15,309,0
8.2,42,0.5,18,7,14,271,0
7.1,30,0.5,0,11,8,338,0
10.2,42,0.2,3,12,16,147,0
3.6,13,1.2,11,16,10,185,0
2.7,32,0.2,4,7,17,139,0
3.3,9,1.1,12,10,18,258,0
4.1,17,1.1,26,5,17,404,7
15.2,16,0.3,6,12,17,259,0
10.1,15,1.1,1,14,16,374,0
22.9,24,0.5,38,11,12,2667,0
7.9,9,0.8,31,8,12,122,0
5.9,17,2.2,23,14,16,322,0
7.9,45,1,19,19,19,164,0
8.5,17,0.6,37,11,4,247,1
6.4,44,6.2,36,8,18,443,0
11.7,24,0.8,18,14,18,765,0
9.8,17,1.4,10,16,17,159,0
8.1,29,1.1,29,9,19,146,7
12,35,1,16,21,12,162,0
6.5,21,2,1,10,17,136,0
7.4,17,1.2,17,13,12,581,0
14.4,34,1.3,31,13,24,339,5
4.9,10,0.3,4,9,19,211,0
11.2,14,1.9,25,15,17,296,0
7.8,20,2.2,27,14,15,377,0
3.2,12,0.4,28,8,24,1037,0
9.9,36,1.7,31,9,11,139,8
13.7,47,2,8,4,14,374,0
15.6,52,1.6,15,13,18,369,0
11.9,45,0.5,31,9,14,250,6
10.4,20,0.7,28,12,12,574,0
9.9,41,2.1,34,14,15,184,0
8.5,29,3,11,7,12,280,0
9.2,10,2,31,6,17,1590,0
6.3,31,1.4,8,8,24,827,0
9.2,11,0.6,37,7,6,458,10
7.4,21,2.7,11,11,7,177,0
14.3,41,0.4,5,7,13,303,0
18.2,80,0.6,17,10,19,190,0
11.3,29,0.8,23,11,13,482,0
6.9,15,3.5,29,12,17,239,0
18.4,33,1.5,31,14,12,1486,0
12.6,54,1.2,18,12,17,844,0
15.7,19,0.6,35,15,19,2580,0
6.9,17,0.2,5,16,16,219,0
12.7,18,1.2,1,18,16,228,0
5.6,26,0.9,10,12,12,130,0
11.5,13,3.1,7,13,19,1829,0
5,18,0.3,23,7,11,224,0
10.6,9,2.4,15,16,18,830,0
10.7,17,0.9,28,13,13,197,10
14.1,29,0.4,27,16,11,372,0
5.6,19,0.7,17,9,19,502,0
7.4,21,0.4,15,12,17,169,0
8.4,18,1.2,1,8,12,638,0
0.8,16,0.4,30,8,7,206,0
15.1,46,0.9,24,8,13,149,0
11,27,0.4,6,15,19,278,0
6,18,0.9,34,10,16,1087,0
4.9,12,1,17,8,15,1104,0
9.7,50,3.2,36,7,14,141,3
7.4,12,1.6,18,10,17,148,0
28.7,77,3.2,35,15,15,1076,0
14.8,15,1.7,18,8,17,311,0
3.3,11,2.5,31,7,15,391,0
14.4,19,1.4,28,17,10,390,0
5.5,15,0.9,34,9,15,397,0
2.4,19,1.7,16,7,10,273,0
14.6,55,0.6,31,7,15,131,10
11.5,30,0.4,24,7,17,611,0
8.6,15,1,7,17,15,262,0
7.9,26,0.7,9,4,24,303,0
9,24,1.3,9,8,16,230,0
14.1,22,1.3,5,15,18,1198,0
4.4,14,1.4,40,14,12,307,0
4.5,17,0.3,26,10,11,181,0
14.3,12,0.1,36,5,15,628,0
5.6,9,0.4,37,7,15,539,0
7.6,26,1.1,5,15,21,658,0
4.7,10,2.5,0,7,21,362,0
12.7,42,1.4,14,9,21,148,0
9.7,46,1,31,9,16,166,6
3.9,8,1.1,3,6,13,299,0
7.9,15,0.9,39,5,12,720,0
11.2,32,0.7,32,13,14,558,4
9.9,23,0.6,34,8,12,677,4
10.2,32,3,1,10,1,124,0
10.1,38,0.5,8,12,16,144,0
8.5,12,1.5,10,9,22,185,0
1.5,6,0.4,2,8,19,215,0
2.9,19,0.6,24,11,18,749,0
4.1,14,0.3,24,8,8,256,0
8.1,21,2.2,36,10,12,132,7
4.1,18,0.7,3,15,15,257,0
6.2,22,1.6,4,11,19,311,0
4.9,21,0.6,8,8,16,349,0
10.2,29,1.6,2,20,22,520,0
9.2,22,0.9,24,16,20,241,0
16.5,40,2.2,0,8,14,464,0
11.9,28,2.6,34,12,13,201,0
1.5,18,0.9,6,14,9,454,0
13.2,35,0.1,0,9,13,671,0
14,25,2.6,28,15,19,452,0
7.4,24,1.3,39,6,17,153,0
11.7,32,0.5,14,16,16,232,0
4.3,13,0.8,20,13,18,155,0
3,16,1.2,20,15,21,267,0
7.5,17,1.2,17,15,11,718,0
6.9,18,0.7,30,7,13,174,0
9.6,21,0.7,25,7,12,959,0
8.4,14,0.2,26,9,13,436,0
14.1,26,2.5,5,11,19,224,0
4.1,18,0.3,31,16,17,182,0
13.8,15,2.9,8,13,11,698,0
7.5,14,0.2,15,17,12,316,0
8.7,40,0.6,31,10,19,261,0
5.9,10,1.3,5,10,17,224,0
13.8,18,1.9,23,6,17,654,0
7.6,27,2.3,3,9,16,496,0
5,15,2.7,23,11,21,132,0
7,12,1,24,13,18,558,0
17.4,22,0.9,29,11,24,1125,0
8.9,40,0.6,4,8,8,217,0
14.7,35,1.6,36,17,16,489,9
11,42,0.2,10,16,13,182,0
3.4,21,0.4,15,18,15,193,0
5.8,21,2.6,35,16,15,254,10
2.7,10,0.6,20,4,13,123,0
5,19,1.7,8,11,15,413,0
13.2,30,0.9,19,7,11,173,0
3.8,18,1.3,33,9,17,289,0
6.3,27,1.5,9,15,18,211,0
12.2,21,2.1,24,4,11,1689,0
3.7,6,1.9,6,8,19,661,0
2,10,1.5,25,13,14,491,0
6.2,18,3,19,13,13,302,0
17.6,27,2.6,40,14,12,700,0
8.7,19,1.3,28,8,17,756,0
13.8,46,2.9,17,15,16,321,0
16.8,26,0.7,39,13,18,1247,0
6,14,1.7,11,7,7,142,0
9.8,29,0.7,29,15,12,190,0
7.7,23,1.4,11,8,16,150,0
7.5,19,0.7,31,14,16,247,0
4.8,19,1.4,19,12,20,280,0
10.2,21,0.4,28,6,9,427,0
14.4,24,0.8,35,16,13,787,0
10.2,36,0.6,17,9,15,385,0
2,23,1.9,26,9,11,174,0
7.2,22,1.2,6,9,8,215,0
4.6,17,1.9,10,9,14,343,0
12.4,20,1.7,13,12,18,165,0
1.7,25,0.7,34,9,19,471,0
4.8,16,0.9,25,14,17,325,0
9.4,25,0.6,19,9,14,239,0
11.5,39,0.5,13,16,5,190,0
11.7,17,0.6,26,9,12,626,1
9.1,25,1,13,12,16,203,0
0.2,25,1.6,5,11,14,177,0
6.6,10,0.9,26,10,19,1806,0
4.8,27,0.8,11,4,19,293,0
10.9,40,0.4,29,11,10,122,0
11.7,21,1,34,17,17,440,0
5.1,12,1.4,21,17,11,473,0
10.1,34,1.2,12,12,12,133,0
8.9,28,1.1,29,11,12,801,0
5.7,22,0.9,25,8,12,399,0
6.6,31,1.6,22,8,15,505,0
6.5,12,1.3,35,7,13,601,4
6.6,31,1.1,2,8,9,187,0
5.1,24,0.7,3,13,11,307,0
8.9,15,3.8,36,19,16,225,3
4.7,15,0.9,15,10,19,201,0
5.4,23,0.6,33,4,21,158,9
6.7,10,2.4,25,19,14,312,0
1.8,15,1.2,9,6,16,602,0
9.3,31,0.5,26,7,17,200,10
6.9,33,1,7,14,14,179,0
2.7,8,0.7,1,6,14,270,0
4.6,15,1.2,39,18,13,1689,0
5.3,15,1,15,7,17,198,0
4.6,42,2.8,37,10,16,179,0
11.6,20,0.8,34,13,13,228,0
3.3,13,0.6,4,16,18,343,0
2.9,11,5.7,25,14,11,544,2
0.8,11,1.3,5,10,12,533,0
7.6,11,2.9,19,12,12,254,0
7.5,17,1.6,7,10,12,268,0
14.4,8,2.2,12,16,16,846,0
3.7,25,1.3,19,8,17,477,0
8.2,18,0.7,28,17,12,233,0
6.4,28,3.2,12,13,8,322,0
10.9,35,1.3,28,8,16,1014,0
7,12,1,20,9,18,339,0
4,14,2.9,39,8,11,471,0
12,19,0.2,22,13,18,147,0
6.1,16,0.8,4,16,24,229,0
18.7,20,4.5,32,14,13,1516,10
6.2,15,0.8,37,16,9,291,0
11.7,17,1.4,38,16,17,207,0
4.5,21,0.4,18,7,12,260,0
4.6,16,2.5,38,18,11,436,2
9,39,0.5,1,15,15,223,0
8.4,19,1.6,39,8,19,341,0
3.6,22,0.7,12,15,16,183,0
7.8,32,4.1,12,14,13,258,0
5.2,8,1.5,26,4,19,238,0
11.6,22,0.4,11,8,12,791,0
2.8,15,1.1,9,15,19,333,0
4.3,19,1.4,13,9,11,310,0
6.9,23,1,8,7,11,668,0
11.5,14,0.4,19,13,12,183,0
4.2,15,0.6,25,11,21,748,0
15.7,49,0.6,1,6,16,1038,0
2,27,0.7,18,6,16,568,0
3.9,23,2.5,36,9,18,161,8
0.9,8,1.7,1,9,18,166,0
11.2,15,1.3,33,16,16,572,1
9.8,23,1.1,18,17,12,178,0
3.8,17,1.3,32,10,19,127,0
4.5,8,2,27,15,3,163,0
8.9,26,1,19,12,16,282,0
27.9,47,0.6,28,4,11,3421,8
7.2,21,1.5,16,6,16,349,0
5.7,47,0.7,34,10,19,183,0
12,37,0.6,21,5,18,762,0
4.8,9,5.1,14,11,16,202,0
1.9,14,1.5,10,14,21,148,0
3.1,21,0.4,35,13,18,612,3
12.8,30,0.4,30,16,13,502,0
6.5,13,1.5,16,8,19,485,0
3.8,11,0.2,39,14,13,256,2
14.5,29,1.4,30,15,15,127,4
10.4,37,0.5,29,9,17,410,0
6.5,11,1.6,5,12,17,220,0
10.7,45,1.2,20,16,19,154,0
7.1,11,1.7,34,7,13,206,0
8.9,21,0.5,31,4,18,274,0
0.8,10,1.2,18,9,15,622,0
3.4,29,0.8,27,6,17,402,0
6.7,18,1.3,20,8,14,325,0
4.4,20,0.6,11,19,17,518,0
7.2,34,0.5,30,10,17,136,0
5.9,10,0.6,1,19,18,227,0
6.2,22,0.7,14,14,13,413,0
9.4,32,1.4,29,8,15,525,0
16.1,64,0.8,15,10,17,193,0
8.7,23,1.5,3,7,18,747,0
7.5,18,0.4,13,13,14,948,0
13.3,20,2.8,13,14,14,1565,0
7,11,1.7,4,9,12,301,0
15.9,24,0.9,25,9,19,303,0
2.2,12,3.3,25,9,22,400,0
12.4,32,0.8,12,17,18,440,0
4.3,18,0.6,19,9,20,135,0
6.8,13,0.9,11,6,11,653,0
15.5,18,0.3,20,17,16,1863,0
1.5,12,0.7,39,8,21,200,1
8.7,27,1.1,24,17,16,156,0
10.9,24,1,38,8,17,589,1
3.1,21,0.1,23,11,18,175,0
10.6,13,0.5,0,8,13,262,0
8,18,0.5,21,9,14,320,0
7.5,18,0.6,32,16,14,450,9
7.1,19,1.5,11,8,11,814,0
6.4,16,1,39,14,7,124,0
6.4,9,0.4,15,15,17,133,0
